10,636091f95ea98bf7c4816212,CS 233,200,"['Geoffrey Lindsay Herman', 'Craig Zilles']",4,"['CS 125', 'CS 128', 'CS 173', 'MATH 213']",FALL,2022,"Fundamentals of computer architecture: digital logic design, working up from the logic gate level to understand the function of a simple computer; machine-level programming to understand implementation of high-level languages; performance models of modern computer architectures to enable performance optimization of software; hardware primitives for parallelism and security."
11,6360b6877e77a58d644d12fd,CS 500,500,"['Katie Cunningham', 'Geoffrey Lindsay Herman']",4,N/A,Fall,2022,"Current research topics and theories in Computers and Education with an emphasis on learning theories such as constructivism, behaviorism, cognitivism, knowledge-in-pieces, test-potentiated learning, and transfer of learning. These theories will be applied to understanding how students learn computing topics such as programming and theoretical computing. These topics will be applied through the design of ethically responsible educational research studies. The course will culminate in students writing a research proposal or conference-style research paper based upon pilot data. Course Information: 4 graduate hours. No professional credit. May be repeated if topics vary. Credit towards a degree from multiple offerings of this course is not given if those offerings have significant overlap, as determined by the CS department."
12,6360b6877e77a58d644d12fe,CS 508,500,Steven Lumetta,4,"['ECE408', 'CS420']",Fall,2021,"Algorithm techniques for enhancing the scalability of parallel software: scatter vs. gather, problem decomposition, spatial sorting and binning, privatization for reduced conflicts, tiling for data locality, regularization for improved load balance, compaction to conserve memory bandwidth, double-buffering to overlap latencies, and data layout for improved efficiecy of DRAM accesses."
13,6360b6877e77a58d644d12ff,CS 510,500,ChengXiang Zhai,4,"['CS 410', 'CS 412', 'CS 446', 'LING 406']",Spring,2022,"Advanced concepts, models, and algorithms in information retrieval and major recent developments in the field, including historical milestones in information retrieval research, evaluation methodology, vector space retrieval model, probabilistic retrieval models, learning to rank algorithms, probabilistic topic models, information retrieval systems, text analytics, and topics of research frontiers in information retrieval. Course Information: 4 graduate hours. No professional credit. Prerequisite: One of CS 410, CS 412, CS 446 or LING 406."
14,6360b6877e77a58d644d1300,CS 511,500,Yongjoo Park,4,CS 411,Fall,2022,"Advanced concepts in data management and information system design and implementation, and recent developments in the field. 1) Relational roots, objects and extensibility, query languages, data indexing, query processing, transaction processing, benchmarks, and 2) semi-structured data and unstructured data, information extraction, information integration, web search and mining, and other emerging directions in the field. Course Information: Prerequisite: CS 411."
15,6360b6877e77a58d644d1301,CS 512,500,Hanghang Tong,4,CS 412,Fall,2022,"An advanced course on principles and algorithms of data mining. Data cleaning and integration; descriptive and predictive mining; mining frequent, sequential, and structured patterns; clustering, outlier analysis and fraud detection; stream data, web, text, and biomedical data mining; security and privacy in data mining; research frontiers. Course Information: Prerequisite: CS 412."
16,6360b6877e77a58d644d1302,CS 513,500,Ashley L Hetrick,4,N/A,Fall,2022,"Data cleaning (also: cleansing) is the process of assessing and improving data quality for later analysis and use, and is a crucial part of data curation and analysis. This course identifies data quality issues throughout the data lifecycle, and reviews specific techniques and approaches for checking and improving data quality. Techniques are drawn primarily from the database community, using schema-level and instance-level information, and from different scientific communities, which are developing practical tools for data pre-processing and cleaning."
17,6360b6877e77a58d644d1303,CS 519,500,Eric Gene Shaffer,4,CS 418,Summer,2022,"Visualization techniques useful in analysis of engineering and scientific data. Physical models; methods of computational science; two- and three-dimensional data types; visual representation schemes for scalar, vector, and tensor data; isosurface and volume visualization methods; visual monitoring; interactive steering. Course Information: Same as CSE 527. Prerequisite: CS 418."
18,6360b6877e77a58d644d1304,CS 521,500,"['Madhusudan Parthasarathy', 'Gagandeep Singh']",4,"['CS 374', 'CS 421']",Fall,2022,"Advanced topics in building and verifying software systems, selected from areas of current research such as: model checking and automated verification, testing and automated test generation, program synthesis, runtime verification, machine learning and its applications in the design of verified systems, formal analysis of machine learning algorithms, principles of programming languages and type systems. Course Information: 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 374, CS 421. Additional prerequisites or corequisites may be specified each term. See section information."
19,6360b6877e77a58d644d1305,CS 522,500,Grigore Rosu,4,"['CS 422', 'CS 426']",Fall,2021,"Theory of programming languages including functional programming, meta-circular interpreters, typed, untyped and polymorphic lambda-calculi, and denotational semantics. Course Information: Prerequisite: CS 422 and CS 426."
20,6360b6877e77a58d644d1306,CS 523,500,Tianyin Xu,4,"['CS 423', 'CS 425', 'CS 433']",Fall,2021,"Advanced concepts in operating system design and coverage of recent research directions. Resource management for parallel and distributed systems. Interaction between operating system design and computer architectures. Process management, virtual memory, interprocess communication, context switching, parallel and distributed file system designs, persistent objects, process and data migration, load balancing, security, protection. Term projects. Course Information: Prerequisite: CS 423, CS 425, and CS 433."
21,6360b6877e77a58d644d1307,CS 524,500,Jose Meseguer,4,"['CS 422', 'CS 475', 'CS 476']",Fall,2020,"Theory of concurrency and concurrent programming languages. Formal models of concurrent computation such as process algebras, nets, and actors; high level concurrent programming languages and their operational semantics; methods for reasoning about correctness and complexity of concurrent programs. Course Information: Prerequisite: CS 422; CS 475 or CS 476."
22,6360b6877e77a58d644d1308,CS 525,500,Indranil Gupta,4,"['CS 423', 'CS 425', 'CS 438']",Spring,2021,"Peer-to-peer systems, sensor networks, and fundamental theoretical distributed computing. Review of classical work in each area, and application of design methodologies to explore overlaps across them. Emphasis on protocol design, systems issues, and theory. Reading selections are roughly two-third classical to one-third contemporary. Students write critiques, make presentations, and create a conference paper in a systematic manner. Course Information: Prerequisite: One of CS 423, CS 425, CS 438."
23,6360b6877e77a58d644d1309,CS 526,500,Charith Mendes,4,CS 426,Spring,2022,"Incremental and interactive compiling, error correction, code optimization, models of code generators. Course Information: Prerequisite: CS 426."
24,6360b6877e77a58d644d130a,CS 527,500,Darko Marinov,4,"['CS 428', 'CS 429']",Fall,2022,"Fault-tolerant software, software architecture, software patterns, multi-media software, and knowledge-based approaches to software engineering. Case studies. Course Information: Prerequisite: CS 428 or CS 429."
25,6360b6877e77a58d644d130b,CS 528,500,"['Craig Zilles', 'Chase Aaron Geigle']",4,CS 427,Summer,2015,"Principles of object-oriented design; design patterns; use and design of frameworks; reflection, refractoring, use of unit tests as specifications. Course Information: Prerequisite: CS 427."
26,6360b6877e77a58d644d130c,CS 533,500,Josep Torrellas,4,CS 433,Spring,2022,Theoretical aspects of parallel and pipeline computation; time and processor bounds on classes of computations; data alignment network speed and cost bounds; conflict-free access memories; overall computer system ideas. Course Information: Same as CSE 522. Prerequisite: CS 433.
27,6360b6877e77a58d644d130d,CS 534,500,Josep Torrellas,4,CS 433,Fall,2022,"Current topics in computer architecture, selected from areas of current research such as: energy efficiency, processing in memory, cloud computing, 3-D architectures, security and privacy, hardware and software resiliency, cross-stack design, heterogeneous platforms, approximate computing, mobile computing, machine learning accelerators, and novel computing technologies. Course Information: 4 graduate hours. No professional credit. May be repeated, if topics vary. Credit is not given towards a degree from multiple offerings of this course, if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 433. Additional prerequisites or co-requisites may be specified each term. See Class Schedule information."
28,6360b6877e77a58d644d130e,CS 536,500,Zbigniew T Kalbarczyk,4,ECE 411,Fall,2021,"Advanced concepts in hardware and software fault tolerance; topics addressed include fault models, coding in computer systems, module and system level fault detection mechanism, reconfiguration techniques in multiprocessor systems and VLSI processor arrays, software fault tolerance techniques such as recovery blocks, N-version programming, checkpointing and recovery; survey of practical fault-tolerant systems."
29,6360b6877e77a58d644d130f,CS 537,500,Klara Nahrstedt,4,"['CS 425', 'CS 438']",Fall,2022,"Advanced topics in Internet of Things (IoT) algorithms, protocols, architectures, systems, and infrastructures, selected from areas of current research such as: IoT sensors representations and compression, streaming and caching of IoT data, IoT analytics and feature learning, IoT-edge-cloud computing infrastructures, resource optimization for multi-modal IoT systems, applications and human perception of IoT. Students will read and discuss recent research papers and conduct a semester-long research project. Course Information: 4 graduate hours. No professional credit. May be repeated, if topics vary. Credit towards a degree from multiple offerings of this course is not given if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 425, CS 438. Additional prerequisites may be specified each term. See section information."
30,6360b6877e77a58d644d1310,CS 538,500,Brighten Godfrey,4,CS 438,Spring,2021,"Advanced concepts in computer networks, including congestion control, quality of service, naming, routing, wireless networks, Internet architecture, measurement, network security, and selected recent research directions. Course Information: Prerequisite: CS 438."
31,6360b6877e77a58d644d1311,CS 540,500,Matus Jan Telgarsky,4,N/A,Fall,2022,"A rigorous mathematical course covering foundational analyses of the approximation, optimization, and generalization properties of Deep Neural Networks. Topics include: constructive and non-constructive approximations with one hidden layer; benefits of depth; optimization in the NTK regime; maximum margin optimization outside the NTK regime; Rademacher complexity, VC dimensino, and covering number bounds for ReLU networks. Evaluation is primarily based on homeworks, with a smaller project component. The course goal is to prepare students perform their own research in the field. Course Information: 4 graduate hours. No professional credit. Prerequisite: Basic linear algebra, probability, proof-writing, and statistics required. Real analysis recommended."
32,6360b6877e77a58d644d1312,CS 541,500,Mohammad Noureddine,4,"['ECE 313', 'MATH 461', 'MATH 463']",Fall,2018,"Development of analytical models of computer systems and application of such models to performance evaluation; topics include scheduling policies, paging algorithms, multiprogrammed resource management, and queuing theory."
33,6360b6877e77a58d644d1313,CS 542,500,Nan Jiang,4,N/A,Fall,2022,"Theory of reinforcement learning, with a focus on sample complexity analyses. Specific topics include MDP basics, finite-sample analyses of online (i.e., exploration) and offline (i.e., batch) RL with a tabular representation, finite-sample analyses of online and offline RL with function approximation, state abstraction theory, off-policy evaluation (importance sampling), and policy gradient. The course goal is to provide a comprehensive understanding of the statistical properties of RL under various settings (e.g., online vs offline), preparing the students for doing research in the area. Course Information: 4 graduate hours. No professional credit. Prerequisite: Calculus, linear algebra, probability and statistics, and basic concepts of machine learning. Familiarity with (at least one of) the following topics is highly recommended: stochastic processes, numerical analysis, and theoretical computer science."
34,6360b6877e77a58d644d1314,CS 543,500,Svetlana Lazebnik,4,"['ECE 448', 'CS 225']",Fall,2022,"Examines information processing approaches to computer vision, and algorithms and architectures for artificial intelligence and robotics systems capable of vision: inference of three-dimensional properties of a scene from its images, such as distance, orientation, motion, size and shape, acquisition and representation of spatial information for navigation and manipulation in robotics."
35,6360b6877e77a58d644d1315,CS 544,500,David Forsyth,4,"['CS 450', 'CS 473']",Spring,2019,"Applications of continuous and discrete optimization to problems in computer vision and machine learning, with particular emphasis on large-scale algorithms and effective approximations: gradient-based learning; Newton's method and variants, applied to structure from motion problems; the augmented Lagrangian method and variants; interior-point methods; SMO and other specialized algorithms for support vector machines; flows and cuts as examples of primal-dual methods; dynamics programming, hidden Markov models, and parsing: 0-1 quadratic forms, max-cut, and Markov random-fields solutions. Course Information: Prerequisite: CS 450 and CS 473."
36,6360b6877e77a58d644d1316,CS 545,500,Paris Smaragdis,4,"['MATH 415', 'CS 361', 'MATH 461', 'STAT 400']",Fall,2021,"Fundamentals of machine learning and signal processing as they pertain to the development of machines that can understand complex real-world signals, such as speech, images, movies, music, biological and mechanical readings, etc. Hands-on examples of how to decompose, analyze, classify, detect and consolidate signals, and examine various commonplace operations such as finding faces from camera feeds, organizing personal music collections, designing speech dialog systems and understanding movie content. Course Information: 4 graduate hours. No professional credit. Prerequisite: MATH 415; CS 361 or MATH 461 or STAT 400."
37,6360b6877e77a58d644d1317,CS 546,500,Heng Ji,4,"['CS 446', 'CS 447']",Fall,2022,"Advanced topics in natural language processing, ranging from general techniques such as deep learning for NLP to specific topics such as information extraction, knowledge acquisition, dialogue systems, language grounding, and natural language generation. Review of classic as well as state-of-the-art techniques and remaining challenges, and exploration of recent proposals for meeting these challenges. Intended for graduate students doing research in natural language processing. Course Information: 4 graduate hours. No professional credit. May be repeated in separate terms up to 16 hours, if topics vary. Credit towards a degree from multiple offerings of this course is not given if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 447 and CS 446 or equivalent background."
38,6360b6877e77a58d644d1318,CS 547,500,Richard B Sowers,4,CS 446,Fall,2022,"Provides an introduction to neural networks and recent advances in deep learning. Topics include training and implementation of neural networks, convolution neural networks, recurrent neural networks (LSTM and gated recurrent), residual networks, reinforcement learning, and Q-learning with neural networks. A part of the course will especially focus on recent work in deep reinforcement learning. The course will also cover deep learning libraries (e.g., Chainer, Tensorflow) and how to train neural networks using GPUs and GPU clusters. Course Information: Same as CS 547. 4 graduate hours. No professional credit. Credit is not given for both IE 534 and IE 434. Prerequisite: CS 446 or equivalent. Graduate students only."
39,6360b6877e77a58d644d1319,CS 548,500,Wai-Tat Fu,4,"['CS 440', 'CS 446']",Fall,2018,"Formal models and concepts in automated cognition; integrating machine learning and prior knowledge; current approaches and detailed analyses of the role of reasoning in the learning process; computational complexity and fundamental tradeoffs between expressiveness and tractability; implications for state-of-the-art artificial intelligence areas such as automated planning, the semantic web, relational learning, structured prediction, latent models, structure learning, theory formation, etc.; philosophical and psychological aspects of integrating analytic and empirical evidence. Course Information: Same as ECE 548. Prerequisite: CS 440 or CS 446."
40,6360b6877e77a58d644d131a,CS 549,500,John E Hummel,4,"Minimally second semester graduate standing in a cognitive science discipline including: anthropology, computer science, educational psychology, electrical engineering, linguistics, philosophy, psychology, or consent of instructor.",Fall,2022,"In-depth view of cognitive science: the study of mind and intelligence. Covers major areas of cognitive science including: anthropology, artificial intelligence, cognitive neuroscience, cognitive psychology, emotions, linguistics, and philosophy. Lectures focus on prominent questions and issues in each area highlighted by descriptions of current research. Also explores interconnections among these fields. Prerequisite: Minimally second semester graduate standing in a cognitive science discipline including: anthropology, computer science, educational psychology, electrical engineering, linguistics, philosophy, psychology, or consent of instructor."
41,6360b6877e77a58d644d131b,CS 554,500,Edgar Solomonik,4,"['CS 450', 'CS 457', 'CS 555']",Fall,2021,"Numerical algorithms for parallel computers: parallel algorithms in numerical linear algebra (dense and sparse solvers for linear systems and the algebraic eigenvalue problem), numerical handling of ordinary and partial differential equations, and numerical optimization techniques. Course Information: Same as CSE 512. Prerequisite: One of CS 450, CS 457, CS 555."
42,6360b6877e77a58d644d131c,CS 555,500,Andreas Paul Eberhard Kloeckner,4,"['CS 450', 'CS 457']",Spring,2022,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. Course Information: Same as CSE 510 and MATH 552. 4 graduate hours. No professional credit. Prerequisite: CS 450 or CS 457."
43,6360b6877e77a58d644d131d,CS 556,500,Paul Fischer,4,N/A,Fall,2022,"Comprehensive treatment of algebraic and multigrid iterative methods to solve systems of equations, primarily linear equations arising from discretization of partial differential equations. Course Information: Same as CSE 511."
44,6360b6877e77a58d644d131e,CS 558,500,Anil Nirmal Hirani,4,N/A,Fall,2009,"Advanced topics in numerical analysis selected from areas of current research. Course Information: Same as CSE 513. May be repeated. Prerequisite: As specified for each topic offering, see Schedule or departmental course description."
45,6360b6877e77a58d644d131f,CS 562,500,Bo Li,4,"['CS 446', 'CS 463']",Fall,2022,"Advanced topics in security and privacy problems in machine learning systems, selected from areas of current research such as: adversarial machine learning, differential privacy, game theory enabled defenses, robust learning methods, machine learning based cybercrime analysis, network intrusion detection, and malware analysis, and machine learning interpretation techniques. Course Information: 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 446 and CS 463 or equivalent courses, by consent of instructor. Additional prerequisites or corequisites may be specified each term. See section information."
46,6360b6877e77a58d644d1320,CS 563,500,Christopher Wardlaw Fletcher,4,"['CS 461', 'CS 463']",Fall,2022,"Current research trends in computer and network security. Privacy, tamper-resistance, unwanted traffic, monitoring and surveillance, and critical infrastructure protection. Subtopics will vary depending upon current research trends. Students work in teams in close coordination with the course instructor to develop one of the topics in depth by carrying out background research and an exploratory project. Course Information: Same as ECE 524. Prerequisite: CS 461 or CS 463."
47,6360b6877e77a58d644d1321,CS 565,500,Brian P Bailey,4,CS 465,Spring,2022,"In-depth coverage of advanced topics in human-computer interaction (HCI). Applied models of human performance and attention, design tools for creative design tasks, interruptions and peripheral displays, gestures, and bimanual input, and usability evaluation techniques. Students complete a research-oriented term project of their choosing. Course Information: Prerequisite: CS 465."
48,6360b6877e77a58d644d1322,CS 567,500,Karrie Karahalios,4,CS 465,Fall,2021,"Online social interactions occur in many arenas important to society and human well-being, but are mediated through algorithmic interventions that alter the users expectations in these social spaces. This class explores the presentation of self, the presentation of collectives, the presentation of news, and social dynamics in these online spaces--and how algorithmic intervention shapes them from the perspective of social signaling theory. Topics covered include: the evolution of algorithmic matchmaking (as in online resume/interviews and dating sites), why people share misinformation, the mitigation of trolling, ethics, and bias in social media systems. Upon completion of this course, students will have an up-to-date understanding of the design social media interfaces with incentive structures from social signaling theory. Course Information: 4 graduate hours. No professional credit. Prerequisite: CS 465 or equivalent or permission of instructor. Prioritize PhD students, then others."
49,6360b6877e77a58d644d1323,CS 571,500,Jozsef Balogh,4,N/A,Fall,2022,"Fundamental results on core topics of combinatorial mathematics: classical enumeration, basic graph theory, extremal problems on finite sets, probabilistic methods, design theory, discrete optimization."
50,6360b6877e77a58d644d1324,CS 572,500,Alexandr V Kostochka,4,MATH 580,Fall,2020,"Extremal problems and parameters for graphs. Distance and connectivity, matching and factors, vertex and edge colorings, perfect and imperfect graphs, intersection classes and intersection parameters, Turan's theorem, graph Ramsey theory, graph decomposition and other extremal problems."
51,6360b6877e77a58d644d1325,CS 573,500,Sariel Har-Peled,4,CS 373,Fall,2014,"NP-completeness, design and analysis techniques, approximation algorithms, randomized algorithms, combinatorial optimization, linear programming. Intended for graduate students in Computer Science. Course Information: Same as CSE 515. Prerequisite: CS 373."
52,6360b6877e77a58d644d1326,CS 574,500,Sariel Har-Peled,4,"['CS 473', 'MATH 461', 'STAT 400']",Spring,2022,"Basic and advanced concepts in the design and analysis of randomized algorithms. Sampling; concentration inequalities such as Chernoff-Hoeffding bounds; probabilistic method; random walks, dimension reduction; entropy; martingales and Azuma's inequality; derandomization. Randomized algorithms for sorting and searching; graphs; geometric problems. Basics of pseudorandomness and randomized complexity classes. Course Information: Prerequisite: CS 473; MATH 461 or STAT 400."
53,6360b6877e77a58d644d1327,CS 575,500,Jozsef Balogh,4,MATH 580,Spring,2022,"Combinatorial methods and other mathematical methods for combinatorial problems. Enumeration by bijections and generating functions, probabilistic methods for existence proofs and asymptotic analysis, randomized algorithms, Ramsey's theorem and related topics, combinatorial designs and their applications, geometric problems and methods. Prerequisite: MATH 580 or consent of instructor."
54,6360b6877e77a58d644d1328,CS 576,500,Jose Meseguer,4,N/A,Fall,2021,"Advanced topics in computer-aided methods for formal deduction, selected from areas of current research, such as: resolution theorem proving strategies, special relations, equational reasoning, unification theory, rewrite systems, mathematical induction, program derivation, hybrid inference systems, and programming with logic. Course Information: May be repeated in separate terms. Prerequisite: As specified for each topic offering, see Schedule or departmental course description."
55,6360b6877e77a58d644d1329,CS 579,500,Michael A Forbes,4,"['CS 473', 'CS 475']",Fall,2021,"Turing machines; determinism and non-determinism; time and space hierarchy theorems; speed-up and tape compression; Blum axioms; structure of complexity classes NP, P, NL, L, and PSPACE; complete problems; randomness and complexity classes RP, RL, and BPP; alternation, polynomial-time hierarchy; circuit complexity, parallel complexity, NC, and RNC; relativized computational complexity; time-space trade-offs. Course Information: Same as ECE 579. Prerequisite: CS 473 or CS 475."
56,6360b6877e77a58d644d132a,CS 580,500,Ruta Mehta,4,CS 473,Fall,2022,"A theoretical CS course covering advances in algorithmic game theory. This includes study of strategic, computational, learning, dynamic, and fairness aspects of games and markets (organizations that involves rational and strategic agents). In particular, topics will include computation and complexity of equilibria, mechanism design, fair-division, dynamics in games and markets, price-of-anarchy etc.. These topics arise from applications such as online marketplaces (like Lyft, Uber, eBay, sponsored search, TaskRabbit), social networks, recommendation systems, kidney exchange, spectrum auction, etc., and thereby will prepare students for related research and/or industry jobs. Course Information: 4 graduate hours. No professional credit. Prerequisite: CS 473."
57,6360b6877e77a58d644d132b,CS 581,500,Tandy Warnow,4,N/A,Fall,2022,"The purpose of the course is to give each student enough background and training in the area of algorithmic genomic biology so that each will be able to do research in this area, and publish papers. The main focus of the course is phylogeny (evolutionary tree) estimation, multiple sequence alignment, and genome-scale phylogenetics, which are problems that present very interesting challenges from a computational and statistical standpoint. Time permitting, we will also discuss computational problems in microbiome analysis, protein function and structure prediction, genome assembly, and even historical linguistics. Students will learn the mathematical and computational foundations in these areas, read the current literature, and do a team research project. The course is designed for doctoral students in computer science, computer engineering, bioengineering, mathematics, and statistics, and does not depend on any prior background in biology. The technical material will depend on discrete"
58,6360b6877e77a58d644d132c,CS 582,500,Saurabh Sinha,4,"['CS 446', '466']",Fall,2021,"This graduate course on bioinformatics introduces a selection of topics in computational biology and bioinformatics, with special emphasis on current problems in regulatory genomics and systems biology. Computational approaches discussed will focus on Machine Learning techniques such as Bayesian inference, graphical models, supervised learning and network analysis. Bioinformatics topics will be introduced through lectures by instructor and research paper presentations by students, and include regulatory sequence analysis, cistromics, epigenomics, regulatory network reconstruction, non-coding variant interpretation, and protein structure and function prediction. A research project involving real data analysis with techniques related to course content is mandatory and will help prepare students for bioinformatics research. Course Information: 4 graduate hours. No professional credit. Prerequisite: CS 446; Credit or concurrent enrollment in CS 466; or consent of instructor."
59,6360b6877e77a58d644d132d,CS 583,500,Chandra Sekhar Chekuri,4,CS 573,Fall,2021,"Approximation algorithms for NP-hard problems. Basic and advanced techniques in approximation algorithm design: combinatorial algorithms; mathematical programming methods including linear and semi-definite programming, local search methods, and others. Algorithms for graphs and networks, constraint satisfaction, packing and scheduling. Course Information: Prerequisite: CS 573 or consent of instructor."
60,6360b6877e77a58d644d132e,CS 584,500,Sayan Mitra,4,"['CS 476', 'CS 477']",Fall,2021,"Examines formal analysis an synthesis approaches for discrete, continuous, and hybrid models of computing systems and their physical environment. Introduces timed and hybrid automata models. Analysis techniques including model checking, Hoare-style deduction, and abstractions for safety and stability, and controller synthesis strategies with applications in distributed robotics, automobile system, traffic control, and real-time systems. Course Information: 4 graduate hours. No professional credit. Prerequisite: CS 476 or CS 477."
61,6360b6877e77a58d644d132f,CS 586,500,Chandra Sekhar Chekuri,4,"['IE 411', 'CS 374', 'MATH 412']",Spring,2022,"The course will cover a selection of topics in combinatorial optimization. The emphasis will be on polyhedral theory, structural results and their applications to designing algorithms. Specific topics to be covered include: matchings and their applications, connectivity properties of graphs, matroids and optimization including matroid intersection and union, submodular set functions and applications, arborescences and branchings, and basics of multi-flows."
62,6360b6877e77a58d644d1330,CS 588,500,David Forsyth,4,"['CS 374', 'ECE 484']",Fall,2022,"Will introduce students to the computational principles involved in autonomous vehicles, with practical labwork on an actual vehicle. Sensing topics will include vision, lidar and sonar sensing, including state-of-the-art methods for detection, classification, and segmentation. Bayesian filtering methods will be covered in the context of both SLAM and visual tracking. Planning and control topics will cover vehicle dynamics models, state-lattice planning, sampling-based kinodynamic planning, optimal control and trajectory optimization, and some reinforcement learning. Evaluation will involve ambitious challenge projects implemented on a physical vehicle. Course Information: 4 graduate hours. No professional credit. Prerequisite: CS 374, ECE 484, or equivalent."
63,6360b6877e77a58d644d1331,CS 591 ACT,500,"['Vikram Adve', 'Charith Mendis']",1,CS 426,Fall,2022,Topic: Advanced Compiler Technology. Prerequisite: CS 426.
64,6360b6877e77a58d644d1332,CS 591 BIO,500,"['Mohammed El-Kebir', 'Tandy Warnow']",1,"['CS 581', 'CS 582']",Fall,2022,Topic: Advanced seminar in bioinformatics and computational biology. Prerequisite: CS 581 or CS 582 (or permission of the instructors).
65,6360b6877e77a58d644d1333,CS 591 CCR,500,Roy H Campbell,1,N/A,Fall,2018,Topic: Cloud Computing Research.
66,6360b6877e77a58d644d1334,CS 591 CI,500,"['Klara Nahrstedt', 'Alfonso Valdes', 'Peter Sauer', 'William H Sanders']",1,N/A,Spring,2015,Trustworthy Cyber-Infrastructure for Power-Grid (TCIPG) http://tcipg.org/tcipg-reading-group-spring-2015 The Reading Group will meets in 301 CSL.
67,6360b6877e77a58d644d1335,CS 591 CSO,500,"['Nancy M. Amato', 'Lawrence Rauchwerger']",1,N/A,Spring,2022,Graduate seminar covering current research topics in computing and related fields. Seminars will generally be held on Mondays and/or Wednesdays. Students should check the department calendar at https://cs.illinois.edu/calenda or the Inside CS Weekly Digest that comes out each Sunday for current listing of talks.
68,6360b6877e77a58d644d1336,CS 591 DAI,500,"['ChengXiang Zhai', 'Jiawei Han', 'Kevin Chenchuan Chang']",1,N/A,Spring,2015,Topic: Yahoo!-DAIS seminar.
